0	0	0	0	0	0	0	0	0	0
0.0405	0	0	0	0	0	0	0	0	0
0.077184	0	0	0	0	0	0	0	0	0
0.11044	0	0	0	0	0	0	0	0	0
0.1406	0	0	0	0	0	0	0	0	0
0.16798	0	0	0	0	0	0	0	0	0
0.19287	0	0	0	0	0	0	0	0	0
0.21551	0	0	0	0	0	0	0	0	0
0.23612	0	0	0	0	0	0	0	0	0
0.25492	0	0	0	0	0	0	0	0	0
0.27209	0	0	0	0	0	0	0	0	0
0.28778	0	0	0	0	0	0	0	0	0
0.30215	0	0	0	0	0	0	0	0	0
0.31534	0	0	0	0	0	0	0	0	0
0.32745	0	0	0	0	0	0	0	0	0
0.33861	0	0	0	0	0	0	0	0	0
0.34891	0	0	0	0	0	0	0	0	0
0.35843	0	0	0	0	0	0	0	0	0
0.36725	0	0	0	0	0	0	0	0	0
0.37545	0	0	0	0	0	0	0	0	0
0.3831	0	0	0	0	0	0	0	0	0
0.39023	0	0	0	0	0	0	0	0	0
0.39692	0	0	0	0	0	0	0	0	0
0.4032	0	0	0	0	0	0	0	0	0
0.40912	0	0	0	0	0	0	0	0	0
0.41472	0	0	0	0	0	0	0	0	0
0.42002	0	0	0	0	0	0	0	0	0
0.42507	0	0	0	0	0	0	0	0	0
0.42988	0	0	0	0	0	0	0	0	0
0.43448	0	0	0	0	0	0	0	0	0
0.4389	0	0	0	0	0	0	0	0	0
0.44315	0	0	0	0	0	0	0	0	0
0.44726	0	0	0	0	0	0	0	0	0
0.45124	0	0	0	0	0	0	0	0	0
0.45509	0	0	0	0	0	0	0	0	0
0.45885	0	0	0	0	0	0	0	0	0
0.46252	0	0	0	0	0	0	0	0	0
0.4661	0	0	0	0	0	0	0	0	0
0.46962	0	0	0	0	0	0	0	0	0
0.47307	0	0	0	0	0	0	0	0	0
0.47647	0	0	0	0	0	0	0	0	0
0.47982	0	0	0	0	0	0	0	0	0
0.48313	0	0	0	0	0	0	0	0	0
0.48641	0	0	0	0	0	0	0	0	0
0.48966	0	0	0	0	0	0	0	0	0
0.49288	0	0	0	0	0	0	0	0	0
0.49608	0	0	0	0	0	0	0	0	0
0.49927	0	0	0	0	0	0	0	0	0
0.50244	0	0	0	0	0	0	0	0	0
0.5056	0	0	0	0	0	0	0	0	0
0.50876	0	0	0	0	0	0	0	0	0
0.5119	0	0	0	0	0	0	0	0	0
0.51505	0	0	0	0	0	0	0	0	0
0.5182	0	0	0	0	0	0	0	0	0
0.52134	0	0	0	0	0	0	0	0	0
0.52449	0	0	0	0	0	0	0	0	0
0.52765	0	0	0	0	0	0	0	0	0
0.53081	0	0	0	0	0	0	0	0	0
0.53398	0	0	0	0	0	0	0	0	0
0.53715	0	0	0	0	0	0	0	0	0
0.54034	0	0	0	0	0	0	0	0	0
0.54353	0	0	0	0	0	0	0	0	0
0.54674	0	0	0	0	0	0	0	0	0
0.54996	0	0	0	0	0	0	0	0	0
0.55319	0	0	0	0	0	0	0	0	0
0.55644	0	0	0	0	0	0	0	0	0
0.55969	0	0	0	0	0	0	0	0	0
0.56297	0	0	0	0	0	0	0	0	0
0.56626	0	0	0	0	0	0	0	0	0
0.56956	0	0	0	0	0	0	0	0	0
0.57288	0	0	0	0	0	0	0	0	0
0.57622	0	0	0	0	0	0	0	0	0
0.57957	0	0	0	0	0	0	0	0	0
0.58294	0	0	0	0	0	0	0	0	0
0.58633	0	0	0	0	0	0	0	0	0
0.58973	0	0	0	0	0	0	0	0	0
0.59316	0	0	0	0	0	0	0	0	0
0.5966	0	0	0	0	0	0	0	0	0
0.60006	0	0	0	0	0	0	0	0	0
0.60354	0	0	0	0	0	0	0	0	0
0.60703	0	0	0	0	0	0	0	0	0
0.61055	0	0	0	0	0	0	0	0	0
0.61409	0	0	0	0	0	0	0	0	0
0.61764	0	0	0	0	0	0	0	0	0
0.62122	0	0	0	0	0	0	0	0	0
0.62482	0	0	0	0	0	0	0	0	0
0.62843	0	0	0	0	0	0	0	0	0
0.63207	0	0	0	0	0	0	0	0	0
0.63573	0	0	0	0	0	0	0	0	0
0.6394	0	0	0	0	0	0	0	0	0
0.6431	0	0	0	0	0	0	0	0	0
0.64682	0	0	0	0	0	0	0	0	0
0.65056	0	0	0	0	0	0	0	0	0
0.65433	0	0	0	0	0	0	0	0	0
0.65811	0	0	0	0	0	0	0	0	0
0.66191	0	0	0	0	0	0	0	0	0
0.66574	0	0	0	0	0	0	0	0	0
0.66959	0	0	0	0	0	0	0	0	0
0.67346	0	0	0	0	0	0	0	0	0
0.67736	0	0	0	0	0	0	0	0	0
0.68127	0	0	0	0	0	0	0	0	0
0.68521	0	0	0	0	0	0	0	0	0
0.68917	0	0	0	0	0	0	0	0	0
0.69316	0	0	0	0	0	0	0	0	0
0.69716	0	0	0	0	0	0	0	0	0
0.70119	0	0	0	0	0	0	0	0	0
0.70525	0	0	0	0	0	0	0	0	0
0.70932	0	0	0	0	0	0	0	0	0
0.71342	0	0	0	0	0	0	0	0	0
0.71755	0	0	0	0	0	0	0	0	0
0.72169	0	0	0	0	0	0	0	0	0
0.72586	0	0	0	0	0	0	0	0	0
0.73006	0	0	0	0	0	0	0	0	0
0.73428	0	0	0	0	0	0	0	0	0
0.73852	0	0	0	0	0	0	0	0	0
0.74279	0	0	0	0	0	0	0	0	0
0.74708	0	0	0	0	0	0	0	0	0
0.7514	0	0	0	0	0	0	0	0	0
0.75575	0	0	0	0	0	0	0	0	0
0.76011	0	0	0	0	0	0	0	0	0
0.76451	0	0	0	0	0	0	0	0	0
