0	0	0	0	0	0	0	0	0	0
0.000405	0	0	0	0	0	0	0	0	0
0.00040734	0	0	0	0	0	0	0	0	0
0.00040969	0	0	0	0	0	0	0	0	0
0.00041206	0	0	0	0	0	0	0	0	0
0.00041444	0	0	0	0	0	0	0	0	0
0.00041684	0	0	0	0	0	0	0	0	0
0.00041925	0	0	0	0	0	0	0	0	0
0.00042167	0	0	0	0	0	0	0	0	0
0.00042411	0	0	0	0	0	0	0	0	0
0.00042656	0	0	0	0	0	0	0	0	0
0.00042902	0	0	0	0	0	0	0	0	0
0.0004315	0	0	0	0	0	0	0	0	0
0.000434	0	0	0	0	0	0	0	0	0
0.00043651	0	0	0	0	0	0	0	0	0
0.00043903	0	0	0	0	0	0	0	0	0
0.00044157	0	0	0	0	0	0	0	0	0
0.00044412	0	0	0	0	0	0	0	0	0
0.00044669	0	0	0	0	0	0	0	0	0
0.00044927	0	0	0	0	0	0	0	0	0
0.00045186	0	0	0	0	0	0	0	0	0
0.00045447	0	0	0	0	0	0	0	0	0
0.0004571	0	0	0	0	0	0	0	0	0
0.00045974	0	0	0	0	0	0	0	0	0
0.0004624	0	0	0	0	0	0	0	0	0
0.00046507	0	0	0	0	0	0	0	0	0
0.00046776	0	0	0	0	0	0	0	0	0
0.00047046	0	0	0	0	0	0	0	0	0
0.00047318	0	0	0	0	0	0	0	0	0
0.00047592	0	0	0	0	0	0	0	0	0
0.00047867	0	0	0	0	0	0	0	0	0
0.00048143	0	0	0	0	0	0	0	0	0
0.00048422	0	0	0	0	0	0	0	0	0
0.00048702	0	0	0	0	0	0	0	0	0
0.00048983	0	0	0	0	0	0	0	0	0
0.00049266	0	0	0	0	0	0	0	0	0
0.00049551	0	0	0	0	0	0	0	0	0
0.00049837	0	0	0	0	0	0	0	0	0
0.00050125	0	0	0	0	0	0	0	0	0
0.00050415	0	0	0	0	0	0	0	0	0
0.00050706	0	0	0	0	0	0	0	0	0
0.00050999	0	0	0	0	0	0	0	0	0
0.00051294	0	0	0	0	0	0	0	0	0
0.00051591	0	0	0	0	0	0	0	0	0
0.00051889	0	0	0	0	0	0	0	0	0
0.00052189	0	0	0	0	0	0	0	0	0
0.0005249	0	0	0	0	0	0	0	0	0
0.00052794	0	0	0	0	0	0	0	0	0
0.00053099	0	0	0	0	0	0	0	0	0
0.00053406	0	0	0	0	0	0	0	0	0
